set,middle,pangrams,word_count,total_points
mcilbed,l,['climbed'],47,201
mcilbed,b,['climbed'],35,178
mcilbed,e,['climbed'],70,304
mcilbed,d,['climbed'],52,235
ouslbne,o,"['nebulous', 'nebulousness']",101,456
ouslbne,u,"['nebulous', 'nebulousness']",61,319
ouslbne,s,"['nebulous', 'nebulousness']",132,638
ouslbne,l,"['nebulous', 'nebulousness']",97,487
ouslbne,b,"['nebulous', 'nebulousness']",77,358
ouslbne,n,"['nebulous', 'nebulousness']",81,405
ouslbne,e,"['nebulous', 'nebulousness']",114,578
rcpsted,r,['respected'],136,853
rcpsted,c,['respected'],61,400
rcpsted,p,['respected'],89,507
rcpsted,s,['respected'],153,902
rcpsted,t,['respected'],107,635
rcpsted,e,['respected'],204,1139
rcpsted,d,['respected'],92,574
cnigpah,c,['chapping'],34,184
cnigpah,n,['chapping'],64,351
cnigpah,i,['chapping'],60,327
cnigpah,g,['chapping'],50,299
cnigpah,p,['chapping'],28,144
cnigpah,a,['chapping'],49,250
cnigpah,h,['chapping'],30,163
mcxilae,m,['exclaim'],43,128
mcxilae,c,['exclaim'],34,140
mcxilae,x,['exclaim'],18,73
mcxilae,i,['exclaim'],44,173
mcxilae,l,['exclaim'],45,165
mcxilae,a,['exclaim'],48,164
mcxilae,e,['exclaim'],36,113
citlahe,c,"['athletic', 'ethical']",80,418
citlahe,i,"['athletic', 'ethical']",66,331
citlahe,t,"['athletic', 'ethical']",99,461
citlahe,l,"['athletic', 'ethical']",87,391
citlahe,a,"['athletic', 'ethical']",88,415
citlahe,h,"['athletic', 'ethical']",67,303
citlahe,e,"['athletic', 'ethical']",83,393
roslbad,r,['bollards'],73,307
roslbad,o,['bollards'],94,349
roslbad,s,['bollards'],89,338
roslbad,l,['bollards'],64,249
roslbad,b,['bollards'],72,282
roslbad,a,['bollards'],88,351
roslbad,d,['bollards'],68,278
onxpbhe,o,['xenophobe'],25,76
onxpbhe,n,['xenophobe'],17,59
onxpbhe,x,['xenophobe'],4,27
onxpbhe,p,['xenophobe'],15,48
onxpbhe,b,['xenophobe'],13,47
onxpbhe,h,['xenophobe'],8,37
onxpbhe,e,['xenophobe'],20,61
mrciban,m,['cambrian'],34,150
mrciban,r,['cambrian'],35,167
mrciban,c,['cambrian'],26,134
mrciban,i,['cambrian'],48,224
mrciban,b,['cambrian'],30,150
mrciban,a,['cambrian'],62,276
mrciban,n,['cambrian'],36,173
rofsted,r,"['deforest', 'defrost', 'defrosted', 'defroster', 'defrosters', 'defrosts', 'forested', 'fostered', 'frosted']",226,1337
rofsted,o,"['deforest', 'defrost', 'defrosted', 'defroster', 'defrosters', 'defrosts', 'forested', 'fostered', 'frosted']",183,994
rofsted,f,"['deforest', 'defrost', 'defrosted', 'defroster', 'defrosters', 'defrosts', 'forested', 'fostered', 'frosted']",98,603
rofsted,s,"['deforest', 'defrost', 'defrosted', 'defroster', 'defrosters', 'defrosts', 'forested', 'fostered', 'frosted']",200,1164
rofsted,t,"['deforest', 'defrost', 'defrosted', 'defroster', 'defrosters', 'defrosts', 'forested', 'fostered', 'frosted']",184,1094
rofsted,e,"['deforest', 'defrost', 'defrosted', 'defroster', 'defrosters', 'defrosts', 'forested', 'fostered', 'frosted']",255,1467
rofsted,d,"['deforest', 'defrost', 'defrosted', 'defroster', 'defrosters', 'defrosts', 'forested', 'fostered', 'frosted']",140,819
ruigsne,r,"['ensuring', 'reissuing', 'resurging', 'reusing']",167,978
ruigsne,u,"['ensuring', 'reissuing', 'resurging', 'reusing']",111,637
ruigsne,i,"['ensuring', 'reissuing', 'resurging', 'reusing']",165,1013
ruigsne,g,"['ensuring', 'reissuing', 'resurging', 'reusing']",145,912
ruigsne,s,"['ensuring', 'reissuing', 'resurging', 'reusing']",194,1092
ruigsne,n,"['ensuring', 'reissuing', 'resurging', 'reusing']",180,1091
ruigsne,e,"['ensuring', 'reissuing', 'resurging', 'reusing']",188,1120
mistane,m,"['amenities', 'amnesties', 'animates', 'antisemitism', 'attainments', 'inmates', 'inseminate', 'inseminates', 'intimates', 'matinees', 'meatiness', 'staminate']",189,1154
mistane,i,"['amenities', 'amnesties', 'animates', 'antisemitism', 'attainments', 'inmates', 'inseminate', 'inseminates', 'intimates', 'matinees', 'meatiness', 'staminate']",198,1274
mistane,s,"['amenities', 'amnesties', 'animates', 'antisemitism', 'attainments', 'inmates', 'inseminate', 'inseminates', 'intimates', 'matinees', 'meatiness', 'staminate']",278,1722
mistane,t,"['amenities', 'amnesties', 'animates', 'antisemitism', 'attainments', 'inmates', 'inseminate', 'inseminates', 'intimates', 'matinees', 'meatiness', 'staminate']",254,1579
mistane,a,"['amenities', 'amnesties', 'animates', 'antisemitism', 'attainments', 'inmates', 'inseminate', 'inseminates', 'intimates', 'matinees', 'meatiness', 'staminate']",240,1479
mistane,n,"['amenities', 'amnesties', 'animates', 'antisemitism', 'attainments', 'inmates', 'inseminate', 'inseminates', 'intimates', 'matinees', 'meatiness', 'staminate']",237,1545
mistane,e,"['amenities', 'amnesties', 'animates', 'antisemitism', 'attainments', 'inmates', 'inseminate', 'inseminates', 'intimates', 'matinees', 'meatiness', 'staminate']",270,1627
rciylad,r,['radically'],47,214
rciylad,c,['radically'],37,214
rciylad,i,['radically'],56,263
rciylad,y,['radically'],45,231
rciylad,l,['radically'],55,257
rciylad,a,['radically'],65,281
rciylad,d,['radically'],38,155
runtahe,r,"['haunter', 'unearth']",110,571
runtahe,u,"['haunter', 'unearth']",47,232
runtahe,n,"['haunter', 'unearth']",89,463
runtahe,t,"['haunter', 'unearth']",130,651
runtahe,a,"['haunter', 'unearth']",103,514
runtahe,h,"['haunter', 'unearth']",61,315
runtahe,e,"['haunter', 'unearth']",126,644
wrcisae,w,['wiseacre'],47,207
wrcisae,r,['wiseacre'],135,620
wrcisae,c,['wiseacre'],68,342
wrcisae,i,['wiseacre'],64,295
wrcisae,s,['wiseacre'],130,616
wrcisae,a,['wiseacre'],110,524
wrcisae,e,['wiseacre'],136,633
moygaed,m,['demagogy'],37,139
moygaed,o,['demagogy'],29,107
moygaed,y,['demagogy'],15,58
moygaed,g,['demagogy'],28,114
moygaed,a,['demagogy'],36,135
moygaed,e,['demagogy'],43,153
moygaed,d,['demagogy'],50,185
coslhed,c,['schooled'],58,297
coslhed,o,['schooled'],103,415
coslhed,s,['schooled'],104,453
coslhed,l,['schooled'],88,376
coslhed,h,['schooled'],58,254
coslhed,e,['schooled'],115,506
coslhed,d,['schooled'],85,366
rksltae,r,"['stalker', 'stalkers', 'talkers']",208,1192
rksltae,k,"['stalker', 'stalkers', 'talkers']",77,377
rksltae,s,"['stalker', 'stalkers', 'talkers']",282,1516
rksltae,l,"['stalker', 'stalkers', 'talkers']",168,890
rksltae,t,"['stalker', 'stalkers', 'talkers']",243,1346
rksltae,a,"['stalker', 'stalkers', 'talkers']",256,1333
rksltae,e,"['stalker', 'stalkers', 'talkers']",314,1643
mcuvaed,m,['vacuumed'],25,100
mcuvaed,c,['vacuumed'],27,135
mcuvaed,u,['vacuumed'],14,83
mcuvaed,v,['vacuumed'],10,52
mcuvaed,a,['vacuumed'],38,157
mcuvaed,e,['vacuumed'],43,172
mcuvaed,d,['vacuumed'],39,173
iyglbnd,i,['blindingly'],46,243
iyglbnd,y,['blindingly'],19,99
iyglbnd,g,['blindingly'],32,199
iyglbnd,l,['blindingly'],30,157
iyglbnd,b,['blindingly'],17,98
iyglbnd,n,['blindingly'],30,191
iyglbnd,d,['blindingly'],29,158
rcyslhe,r,['chrysler'],51,279
rcyslhe,c,['chrysler'],36,239
rcyslhe,y,['chrysler'],34,196
rcyslhe,s,['chrysler'],63,337
rcyslhe,l,['chrysler'],53,269
rcyslhe,h,['chrysler'],42,251
rcyslhe,e,['chrysler'],85,419
iygland,i,['dallying'],77,425
iygland,y,['dallying'],36,177
iygland,g,['dallying'],64,374
iygland,l,['dallying'],70,352
iygland,a,['dallying'],74,370
iygland,n,['dallying'],77,437
iygland,d,['dallying'],54,281
ouigvtn,o,['outvoting'],37,188
ouigvtn,u,['outvoting'],21,121
ouigvtn,i,['outvoting'],38,249
ouigvtn,g,['outvoting'],36,225
ouigvtn,v,['outvoting'],4,36
ouigvtn,t,['outvoting'],38,209
ouigvtn,n,['outvoting'],46,262
ckpsban,c,['snapback'],28,127
ckpsban,k,['snapback'],27,126
ckpsban,p,['snapback'],21,86
ckpsban,s,['snapback'],43,158
ckpsban,b,['snapback'],21,90
ckpsban,a,['snapback'],56,200
ckpsban,n,['snapback'],30,126
nigsahd,n,"['dashing', 'shading', 'shadings']",103,595
nigsahd,i,"['dashing', 'shading', 'shadings']",103,583
nigsahd,g,"['dashing', 'shading', 'shadings']",90,499
nigsahd,s,"['dashing', 'shading', 'shadings']",94,464
nigsahd,a,"['dashing', 'shading', 'shadings']",88,452
nigsahd,h,"['dashing', 'shading', 'shadings']",55,289
nigsahd,d,"['dashing', 'shading', 'shadings']",46,250
niplshe,n,['philippines'],71,390
niplshe,i,['philippines'],106,500
niplshe,p,['philippines'],85,415
niplshe,l,['philippines'],93,492
niplshe,s,['philippines'],132,654
niplshe,h,['philippines'],35,177
niplshe,e,['philippines'],126,646
rcysthe,r,"['scyther', 'scythers', 'stretchy']",82,499
rcysthe,c,"['scyther', 'scythers', 'stretchy']",47,310
rcysthe,y,"['scyther', 'scythers', 'stretchy']",28,174
rcysthe,s,"['scyther', 'scythers', 'stretchy']",100,573
rcysthe,t,"['scyther', 'scythers', 'stretchy']",90,516
rcysthe,h,"['scyther', 'scythers', 'stretchy']",63,395
rcysthe,e,"['scyther', 'scythers', 'stretchy']",120,659
wrnithe,w,['whitener'],59,289
wrnithe,r,['whitener'],101,541
wrnithe,n,['whitener'],75,392
wrnithe,i,['whitener'],96,511
wrnithe,t,['whitener'],104,564
wrnithe,h,['whitener'],61,332
wrnithe,e,['whitener'],129,660
jrigtne,j,['jittering'],7,45
jrigtne,r,['jittering'],84,491
jrigtne,i,['jittering'],88,530
jrigtne,g,['jittering'],65,434
jrigtne,t,['jittering'],74,443
jrigtne,n,['jittering'],88,530
jrigtne,e,['jittering'],99,564
uiygpln,u,['gulpingly'],38,193
uiygpln,i,['gulpingly'],45,278
uiygpln,y,['gulpingly'],20,100
uiygpln,g,['gulpingly'],43,255
uiygpln,p,['gulpingly'],38,213
uiygpln,l,['gulpingly'],41,198
uiygpln,n,['gulpingly'],44,269
rcogtae,r,"['cottager', 'greatcoat']",126,647
rcogtae,c,"['cottager', 'greatcoat']",63,355
rcogtae,o,"['cottager', 'greatcoat']",71,342
rcogtae,g,"['cottager', 'greatcoat']",50,244
rcogtae,t,"['cottager', 'greatcoat']",108,565
rcogtae,a,"['cottager', 'greatcoat']",103,510
rcogtae,e,"['cottager', 'greatcoat']",109,569
ckyplba,c,['playback'],16,76
ckyplba,k,['playback'],12,61
ckyplba,y,['playback'],15,72
ckyplba,p,['playback'],14,71
ckyplba,l,['playback'],23,91
ckyplba,b,['playback'],17,79
ckyplba,a,['playback'],34,131
ruiytla,r,['ritually'],40,175
ruiytla,u,['ritually'],17,83
ruiytla,i,['ritually'],35,138
ruiytla,y,['ritually'],28,141
ruiytla,t,['ritually'],40,177
ruiytla,l,['ritually'],47,197
ruiytla,a,['ritually'],52,214
mrcisae,m,"['careerism', 'ceramics', 'miscarries']",117,595
mrcisae,r,"['careerism', 'ceramics', 'miscarries']",163,843
mrcisae,c,"['careerism', 'ceramics', 'miscarries']",104,571
mrcisae,i,"['careerism', 'ceramics', 'miscarries']",106,550
mrcisae,s,"['careerism', 'ceramics', 'miscarries']",182,937
mrcisae,a,"['careerism', 'ceramics', 'miscarries']",168,841
mrcisae,e,"['careerism', 'ceramics', 'miscarries']",172,877
ruiglae,r,"['guerrilla', 'irregular']",72,309
ruiglae,u,"['guerrilla', 'irregular']",34,157
ruiglae,i,"['guerrilla', 'irregular']",38,172
ruiglae,g,"['guerrilla', 'irregular']",63,295
ruiglae,l,"['guerrilla', 'irregular']",74,316
ruiglae,a,"['guerrilla', 'irregular']",69,298
ruiglae,e,"['guerrilla', 'irregular']",77,356
rcoftle,r,['reflector'],74,374
rcoftle,c,['reflector'],43,232
rcoftle,o,['reflector'],76,335
rcoftle,f,['reflector'],45,185
rcoftle,t,['reflector'],72,325
rcoftle,l,['reflector'],58,230
rcoftle,e,['reflector'],92,427
uisptne,u,['puniest'],83,390
uisptne,i,['puniest'],126,639
uisptne,s,['puniest'],187,884
uisptne,p,['puniest'],109,493
uisptne,t,['puniest'],150,742
uisptne,n,['puniest'],133,683
uisptne,e,['puniest'],164,849
rifplse,r,"['flippers', 'pilferers', 'pilfers']",130,713
rifplse,i,"['flippers', 'pilferers', 'pilfers']",136,680
rifplse,f,"['flippers', 'pilferers', 'pilfers']",75,398
rifplse,p,"['flippers', 'pilferers', 'pilfers']",108,585
rifplse,l,"['flippers', 'pilferers', 'pilfers']",121,638
rifplse,s,"['flippers', 'pilferers', 'pilfers']",160,835
rifplse,e,"['flippers', 'pilferers', 'pilfers']",192,973
uiygtnd,u,['untidying'],23,132
uiygtnd,i,['untidying'],42,243
uiygtnd,y,['untidying'],23,129
uiygtnd,g,['untidying'],32,207
uiygtnd,t,['untidying'],29,155
uiygtnd,n,['untidying'],42,243
uiygtnd,d,['untidying'],26,147
rcoigan,r,"['inorganic', 'organic']",75,418
rcoigan,c,"['inorganic', 'organic']",56,315
rcoigan,o,"['inorganic', 'organic']",64,330
rcoigan,i,"['inorganic', 'organic']",84,486
rcoigan,g,"['inorganic', 'organic']",79,457
rcoigan,a,"['inorganic', 'organic']",78,418
rcoigan,n,"['inorganic', 'organic']",103,567
wmipled,w,['wimpled'],29,123
wmipled,m,['wimpled'],39,177
wmipled,i,['wimpled'],64,263
wmipled,p,['wimpled'],45,212
wmipled,l,['wimpled'],58,266
wmipled,e,['wimpled'],82,357
wmipled,d,['wimpled'],68,324
mislaed,m,"['dilemmas', 'idealism', 'maladies', 'mislead', 'misleads']",165,823
mislaed,i,"['dilemmas', 'idealism', 'maladies', 'mislead', 'misleads']",186,934
mislaed,s,"['dilemmas', 'idealism', 'maladies', 'mislead', 'misleads']",237,1223
mislaed,l,"['dilemmas', 'idealism', 'maladies', 'mislead', 'misleads']",195,972
mislaed,a,"['dilemmas', 'idealism', 'maladies', 'mislead', 'misleads']",205,1011
mislaed,e,"['dilemmas', 'idealism', 'maladies', 'mislead', 'misleads']",232,1180
mislaed,d,"['dilemmas', 'idealism', 'maladies', 'mislead', 'misleads']",178,919
oivstan,o,"['innovations', 'invitations', 'ovations', 'visitation', 'visitations']",68,459
oivstan,i,"['innovations', 'invitations', 'ovations', 'visitation', 'visitations']",99,653
oivstan,v,"['innovations', 'invitations', 'ovations', 'visitation', 'visitations']",34,245
oivstan,s,"['innovations', 'invitations', 'ovations', 'visitation', 'visitations']",95,574
oivstan,t,"['innovations', 'invitations', 'ovations', 'visitation', 'visitations']",106,662
oivstan,a,"['innovations', 'invitations', 'ovations', 'visitation', 'visitations']",103,662
oivstan,n,"['innovations', 'invitations', 'ovations', 'visitation', 'visitations']",103,651
rckbaed,r,['barracked'],110,528
rckbaed,c,['barracked'],58,303
rckbaed,k,['barracked'],47,227
rckbaed,b,['barracked'],67,312
rckbaed,a,['barracked'],114,515
rckbaed,e,['barracked'],124,581
rckbaed,d,['barracked'],93,461
rcustba,r,"['subtract', 'subtracts']",84,388
rcustba,c,"['subtract', 'subtracts']",55,257
rcustba,u,"['subtract', 'subtracts']",62,262
rcustba,s,"['subtract', 'subtracts']",99,431
rcustba,t,"['subtract', 'subtracts']",76,320
rcustba,b,"['subtract', 'subtracts']",62,239
rcustba,a,"['subtract', 'subtracts']",89,377
riygsne,r,"['syringe', 'syringes']",104,617
riygsne,i,"['syringe', 'syringes']",117,666
riygsne,y,"['syringe', 'syringes']",14,96
riygsne,g,"['syringe', 'syringes']",100,636
riygsne,s,"['syringe', 'syringes']",114,641
riygsne,n,"['syringe', 'syringes']",112,681
riygsne,e,"['syringe', 'syringes']",123,708
rkifane,r,['afrikaner'],68,274
rkifane,k,['afrikaner'],24,94
rkifane,i,['afrikaner'],47,185
rkifane,f,['afrikaner'],46,201
rkifane,a,['afrikaner'],52,222
rkifane,n,['afrikaner'],46,185
rkifane,e,['afrikaner'],63,245
uvlaned,u,['unleavened'],48,261
uvlaned,v,['unleavened'],44,215
uvlaned,l,['unleavened'],83,388
uvlaned,a,['unleavened'],79,332
uvlaned,n,['unleavened'],73,347
uvlaned,e,['unleavened'],106,493
uvlaned,d,['unleavened'],87,428
wctahed,w,['watched'],26,112
wctahed,c,['watched'],47,249
wctahed,t,['watched'],56,273
wctahed,a,['watched'],69,323
wctahed,h,['watched'],59,287
wctahed,e,['watched'],79,380
wctahed,d,['watched'],57,291
mosbned,m,['bondsmen'],69,312
mosbned,o,['bondsmen'],122,477
mosbned,s,['bondsmen'],112,473
mosbned,b,['bondsmen'],60,254
mosbned,n,['bondsmen'],78,318
mosbned,e,['bondsmen'],127,547
mosbned,d,['bondsmen'],96,416
roisthe,r,"['histories', 'theories', 'theorist', 'theorists']",228,1305
roisthe,o,"['histories', 'theories', 'theorist', 'theorists']",156,885
roisthe,i,"['histories', 'theories', 'theorist', 'theorists']",127,725
roisthe,s,"['histories', 'theories', 'theorist', 'theorists']",240,1333
roisthe,t,"['histories', 'theories', 'theorist', 'theorists']",227,1283
roisthe,h,"['histories', 'theories', 'theorist', 'theorists']",125,709
roisthe,e,"['histories', 'theories', 'theorist', 'theorists']",244,1380
cuiflad,c,['fiducial'],19,90
cuiflad,u,['fiducial'],17,57
cuiflad,i,['fiducial'],23,109
cuiflad,f,['fiducial'],17,75
cuiflad,l,['fiducial'],34,124
cuiflad,a,['fiducial'],26,104
cuiflad,d,['fiducial'],21,77
oivpted,o,['pivoted'],48,214
oivpted,i,['pivoted'],44,213
oivpted,v,['pivoted'],26,132
oivpted,p,['pivoted'],42,186
oivpted,t,['pivoted'],53,239
oivpted,e,['pivoted'],76,325
oivpted,d,['pivoted'],65,293
rouglan,r,['languor'],31,138
rouglan,o,['languor'],39,152
rouglan,u,['languor'],25,100
rouglan,g,['languor'],38,154
rouglan,l,['languor'],44,173
rouglan,a,['languor'],49,212
rouglan,n,['languor'],46,189
histban,h,"['habitants', 'inhabitants', 'inhabits']",46,238
histban,i,"['habitants', 'inhabitants', 'inhabits']",91,462
histban,s,"['habitants', 'inhabitants', 'inhabits']",89,406
histban,t,"['habitants', 'inhabitants', 'inhabits']",85,421
histban,b,"['habitants', 'inhabitants', 'inhabits']",46,221
histban,a,"['habitants', 'inhabitants', 'inhabits']",93,467
histban,n,"['habitants', 'inhabitants', 'inhabits']",78,421
mrivpse,m,"['impressive', 'permissive']",57,325
mrivpse,r,"['impressive', 'permissive']",134,768
mrivpse,i,"['impressive', 'permissive']",109,590
mrivpse,v,"['impressive', 'permissive']",54,360
mrivpse,p,"['impressive', 'permissive']",94,537
mrivpse,s,"['impressive', 'permissive']",139,779
mrivpse,e,"['impressive', 'permissive']",161,888
zmxiaed,z,['maximized'],8,47
zmxiaed,m,['maximized'],42,152
zmxiaed,x,['maximized'],14,61
zmxiaed,i,['maximized'],34,120
zmxiaed,a,['maximized'],41,145
zmxiaed,e,['maximized'],39,140
zmxiaed,d,['maximized'],38,132
rkistbe,r,['brisket'],123,628
rkistbe,k,['brisket'],41,187
rkistbe,i,['brisket'],106,491
rkistbe,s,['brisket'],135,633
rkistbe,t,['brisket'],110,548
rkistbe,b,['brisket'],53,243
rkistbe,e,['brisket'],151,725
roivste,r,"['servitor', 'servitors', 'torsive']",235,1372
roivste,o,"['servitor', 'servitors', 'torsive']",133,764
roivste,i,"['servitor', 'servitors', 'torsive']",130,810
roivste,v,"['servitor', 'servitors', 'torsive']",104,660
roivste,s,"['servitor', 'servitors', 'torsive']",227,1321
roivste,t,"['servitor', 'servitors', 'torsive']",194,1115
roivste,e,"['servitor', 'servitors', 'torsive']",246,1414
jgsaned,j,['jaggedness'],10,47
jgsaned,g,['jaggedness'],51,236
jgsaned,s,['jaggedness'],79,362
jgsaned,a,['jaggedness'],86,385
jgsaned,n,['jaggedness'],67,310
jgsaned,e,['jaggedness'],101,466
jgsaned,d,['jaggedness'],68,330
ruxtlae,r,['textural'],65,319
ruxtlae,u,['textural'],30,136
ruxtlae,x,['textural'],15,76
ruxtlae,t,['textural'],65,311
ruxtlae,l,['textural'],58,261
ruxtlae,a,['textural'],64,302
ruxtlae,e,['textural'],80,357
mcuslne,m,['musclemen'],32,136
mcuslne,c,['musclemen'],29,165
mcuslne,u,['musclemen'],58,264
mcuslne,s,['musclemen'],80,386
mcuslne,l,['musclemen'],53,264
mcuslne,n,['musclemen'],35,209
mcuslne,e,['musclemen'],71,354
jruysan,j,['januarys'],10,34
jruysan,r,['januarys'],24,82
jruysan,u,['januarys'],26,97
jruysan,y,['januarys'],21,91
jruysan,s,['januarys'],27,102
jruysan,a,['januarys'],32,121
jruysan,n,['januarys'],24,99
ougslbe,o,['globules'],72,307
ougslbe,u,['globules'],51,239
ougslbe,g,['globules'],48,208
ougslbe,s,['globules'],103,426
ougslbe,l,['globules'],96,407
ougslbe,b,['globules'],65,289
ougslbe,e,['globules'],90,407
ciglban,c,"['balancing', 'cabling']",36,231
ciglban,i,"['balancing', 'cabling']",74,459
ciglban,g,"['balancing', 'cabling']",59,372
ciglban,l,"['balancing', 'cabling']",65,370
ciglban,b,"['balancing', 'cabling']",33,195
ciglban,a,"['balancing', 'cabling']",80,433
ciglban,n,"['balancing', 'cabling']",72,438
rotbhed,r,"['betrothed', 'bothered', 'brotherhood', 'throbbed']",110,578
rotbhed,o,"['betrothed', 'bothered', 'brotherhood', 'throbbed']",109,535
rotbhed,t,"['betrothed', 'bothered', 'brotherhood', 'throbbed']",85,455
rotbhed,b,"['betrothed', 'bothered', 'brotherhood', 'throbbed']",60,313
rotbhed,h,"['betrothed', 'bothered', 'brotherhood', 'throbbed']",53,294
rotbhed,e,"['betrothed', 'bothered', 'brotherhood', 'throbbed']",126,655
rotbhed,d,"['betrothed', 'bothered', 'brotherhood', 'throbbed']",84,456
unigsth,u,"['hustings', 'shunting', 'shutting']",73,340
unigsth,n,"['hustings', 'shunting', 'shutting']",108,599
unigsth,i,"['hustings', 'shunting', 'shutting']",110,606
unigsth,g,"['hustings', 'shunting', 'shutting']",93,536
unigsth,s,"['hustings', 'shunting', 'shutting']",117,559
unigsth,t,"['hustings', 'shunting', 'shutting']",92,476
unigsth,h,"['hustings', 'shunting', 'shutting']",70,359
jigslne,j,['jingles'],11,64
jigslne,i,['jingles'],98,532
jigslne,g,['jingles'],71,412
jigslne,s,['jingles'],97,512
jigslne,l,['jingles'],80,438
jigslne,n,['jingles'],87,501
jigslne,e,['jingles'],97,514
cnstahe,c,"['chasten', 'chasteness', 'enchants', 'snatches', 'stanches']",125,743
cnstahe,n,"['chasten', 'chasteness', 'enchants', 'snatches', 'stanches']",131,739
cnstahe,s,"['chasten', 'chasteness', 'enchants', 'snatches', 'stanches']",195,1064
cnstahe,t,"['chasten', 'chasteness', 'enchants', 'snatches', 'stanches']",195,1065
cnstahe,a,"['chasten', 'chasteness', 'enchants', 'snatches', 'stanches']",195,1050
cnstahe,h,"['chasten', 'chasteness', 'enchants', 'snatches', 'stanches']",114,649
cnstahe,e,"['chasten', 'chasteness', 'enchants', 'snatches', 'stanches']",224,1227
rigvstn,r,"['striving', 'strivings']",32,190
rigvstn,i,"['striving', 'strivings']",73,388
rigvstn,g,"['striving', 'strivings']",54,332
rigvstn,v,"['striving', 'strivings']",10,83
rigvstn,s,"['striving', 'strivings']",56,294
rigvstn,t,"['striving', 'strivings']",41,248
rigvstn,n,"['striving', 'strivings']",57,346
roptbae,r,"['approbate', 'probate', 'reprobate', 'reprobator']",149,740
roptbae,o,"['approbate', 'probate', 'reprobate', 'reprobator']",92,462
roptbae,p,"['approbate', 'probate', 'reprobate', 'reprobator']",84,424
roptbae,t,"['approbate', 'probate', 'reprobate', 'reprobator']",127,633
roptbae,b,"['approbate', 'probate', 'reprobate', 'reprobator']",64,287
roptbae,a,"['approbate', 'probate', 'reprobate', 'reprobator']",116,567
roptbae,e,"['approbate', 'probate', 'reprobate', 'reprobator']",139,676
miytlba,m,['amiability'],37,137
miytlba,i,['amiability'],48,175
miytlba,y,['amiability'],27,137
miytlba,t,['amiability'],35,151
miytlba,l,['amiability'],53,194
miytlba,b,['amiability'],31,123
miytlba,a,['amiability'],60,230
mouigsn,m,"['ignominious', 'summoning', 'summonsing']",50,294
mouigsn,o,"['ignominious', 'summoning', 'summonsing']",52,291
mouigsn,u,"['ignominious', 'summoning', 'summonsing']",46,253
mouigsn,i,"['ignominious', 'summoning', 'summonsing']",70,426
mouigsn,g,"['ignominious', 'summoning', 'summonsing']",53,290
mouigsn,s,"['ignominious', 'summoning', 'summonsing']",80,399
mouigsn,n,"['ignominious', 'summoning', 'summonsing']",88,472
mifplse,m,['simplifies'],53,246
mifplse,i,['simplifies'],103,453
mifplse,f,['simplifies'],33,144
mifplse,p,['simplifies'],63,295
mifplse,l,['simplifies'],100,451
mifplse,s,['simplifies'],114,535
mifplse,e,['simplifies'],104,466
ruigned,r,"['enduring', 'unengineered', 'ungirded']",153,914
ruigned,u,"['enduring', 'unengineered', 'ungirded']",85,524
ruigned,i,"['enduring', 'unengineered', 'ungirded']",136,833
ruigned,g,"['enduring', 'unengineered', 'ungirded']",132,858
ruigned,n,"['enduring', 'unengineered', 'ungirded']",151,943
ruigned,e,"['enduring', 'unengineered', 'ungirded']",169,985
ruigned,d,"['enduring', 'unengineered', 'ungirded']",158,938
rcotned,r,"['concerted', 'contender', 'contorted', 'reconnected']",150,907
rcotned,c,"['concerted', 'contender', 'contorted', 'reconnected']",105,696
rcotned,o,"['concerted', 'contender', 'contorted', 'reconnected']",161,901
rcotned,t,"['concerted', 'contender', 'contorted', 'reconnected']",125,736
rcotned,n,"['concerted', 'contender', 'contorted', 'reconnected']",128,765
rcotned,e,"['concerted', 'contender', 'contorted', 'reconnected']",203,1172
rcotned,d,"['concerted', 'contender', 'contorted', 'reconnected']",142,848
rytbahe,r,['breathy'],97,468
rytbahe,y,['breathy'],34,160
rytbahe,t,['breathy'],95,447
rytbahe,b,['breathy'],61,263
rytbahe,a,['breathy'],101,444
rytbahe,h,['breathy'],53,265
rytbahe,e,['breathy'],107,493
mroused,m,"['dormouse', 'murderous']",106,550
mroused,r,"['dormouse', 'murderous']",145,747
mroused,o,"['dormouse', 'murderous']",112,492
mroused,u,"['dormouse', 'murderous']",95,486
mroused,s,"['dormouse', 'murderous']",150,699
mroused,e,"['dormouse', 'murderous']",184,908
mroused,d,"['dormouse', 'murderous']",138,700
oxpstne,o,['exponents'],96,425
oxpstne,x,['exponents'],19,114
oxpstne,p,['exponents'],83,389
oxpstne,s,['exponents'],128,599
oxpstne,t,['exponents'],103,472
oxpstne,n,['exponents'],86,422
oxpstne,e,['exponents'],133,605
wrslane,w,['renewals'],77,358
wrslane,r,['renewals'],119,631
wrslane,s,['renewals'],163,838
wrslane,l,['renewals'],101,501
wrslane,a,['renewals'],154,731
wrslane,n,['renewals'],94,493
wrslane,e,['renewals'],190,925
rckifle,r,['flicker'],45,193
rckifle,c,['flicker'],29,133
rckifle,k,['flicker'],23,93
rckifle,i,['flicker'],49,196
rckifle,f,['flicker'],38,160
rckifle,l,['flicker'],46,191
rckifle,e,['flicker'],61,236
uiytsad,u,['assiduity'],21,78
uiytsad,i,['assiduity'],27,106
uiytsad,y,['assiduity'],17,77
uiytsad,t,['assiduity'],33,133
uiytsad,s,['assiduity'],41,150
uiytsad,a,['assiduity'],31,124
uiytsad,d,['assiduity'],29,105
rniglhe,r,['hireling'],55,291
rniglhe,n,['hireling'],65,361
